"DEDA","D"
"DEDCS","D"
"DEDD","D"
"DEDE","D"
"DEDF","D"
"DEDG","D"
"DEDH","D"
"DEDI","D"
"DEDK","D"
"DEDL","D"
"DEDM","D"
"DEDN","D"
"DEDP","D"
"DEDQ","D"
"DEDR","D"
"DEDS","D"
"DEDT","D"
"DEDU","D"
"DEDV","D"
"DEDW","D"
"DEDX","D"
"DUCT1","D"
"DUCT2","D"
