,"13:00","14:55","MJ","104033"
,"17:00","18:55","I","93843"
,"11:00","12:55","V","104040"
,"13:00","14:55","LI","78700"
,"09:00","10:55","M","126008"
,"13:00","13:55","V","63398"
,"17:00","18:55","L","117593"
,"19:00","20:55","M","125971"
,"19:00","19:55","J","125971"
,"15:00","15:55","M","44854"
,"09:00","10:55","I","104386"
,"17:00","18:55","MJ","44836"
,"13:00","14:55","IV","79438"
,"15:00","16:55","I","79436"
,"13:00","13:55","M","104059"
,"13:00","14:55","J","104059"
,"19:00","20:55","LI","50099"
,"20:00","20:55","V","50099"
,"09:00","10:55","V","126006"
,"09:00","10:55","MJ","78708"
,"09:00","10:55","LI","78699"
,"11:00","12:55","V","104052"
,"18:00","19:55","V","50074"
,"11:00","12:55","MJ","117597"
,"07:00","08:55","LI","42592"
,"07:00","07:55","V","42592"
,"15:00","16:55","MJ","42591"
,"16:00","16:55","V","42591"
,"07:00","08:55","MJ","42608"
,"08:00","08:55","V","42608"
,"11:00","12:55","LI","95236"
,"15:00","16:55","L","42642"
,"08:00","10:55","S","104054"
,"17:00","18:55","LI","78694"
,"17:00","17:55","V","78694"
,"09:00","10:55","I","103802"
,"17:00","19:55","L","103804"
,"11:00","13:55","L","43728"
,"08:00","10:55","V","43723"
,"18:00","20:55","V","63518"
,"11:00","13:55","I","43752"
,"15:00","17:55","L","63520"
,"09:00","11:55","M","63953"
,"14:00","16:55","J","63954"
,"09:00","11:55","J","63955"
,"14:00","16:55","I","42438"
,"11:00","13:55","M","117543"
,"11:00","13:55","V","87905"
,"14:00","16:55","V","43751"
,"09:00","10:55","I","91992"
,"11:00","13:55","J","42436"
,"17:00","19:55","J","42440"
,"14:00","16:55","I","63519"
,"11:00","13:55","V","43727"
,"11:00","13:55","J","43724"
,"17:00","18:55","I","96072"
,"17:00","19:55","J","79488"
,"11:00","13:55","M","42437"
,"13:00","15:55","L","42439"
,"14:00","16:55","V","125934"
,"11:00","13:55","L","92226"
,"17:00","19:55","V","90842"
,"08:00","10:55","V","79487"
,"17:00","19:55","J","63948"
,"09:00","11:55","L","79478"
,"17:00","18:55","L","79494"
,"17:00","18:55","I","79494"
,"09:00","09:55","L","47640"
,"17:00","19:55","M","90256"
,"13:00","14:55","LI","17776"
,"09:00","10:55","LI","93314"
,"13:00","14:55","J","04016"
,"11:00","12:55","IV","04034"
,"09:00","10:55","J","104014"
,"13:00","14:55","M","04046"
,"09:00","10:55","IV","03750"
,"13:00","14:55","LI","04010"
,"11:00","12:55","LI","04011"
